branch,yyyymm,main_category,secondary_category,secondary_department,pdf_val,csv_val,diff_pdf_csv,is_equal,is_large_diff,invest_result,差分の許容,real_pdf_val,diff_include_ok
東京支店,202511,売上総利益,本年実績,硝子工事,6616,,,,,,,,-6616
東京支店,202511,売上総利益,本年実績,硝子販売,3401,,,,,,,,-3401
東京支店,202511,売上総利益,本年実績,浅井（清水他）,6129,,,,,,,,-6129
東京支店,202511,売上総利益,本年実績,東京支店計,98126,,,,,,,,-98126
東京支店,202511,売上総利益,本年目標,サッシ完成品,7955,,,,,,,,-7955
東京支店,202511,売上総利益,本年目標,サッシ販売,1080,,,,,,,,-1080
東京支店,202511,売上総利益,本年目標,その他,6378,,,,,,,,-6378
東京支店,202511,売上総利益,本年目標,ビルサッシ,2835,,,,,,,,-2835
東京支店,202511,売上総利益,本年目標,工事営業部計,56293,,,,,,,,-56293
東京支店,202511,売上総利益,本年目標,硝子建材営業部計,27113,,,,,,,,-27113
東京支店,202511,売上総利益,本年目標,硝子工事,5760,,,,,,,,-5760
東京支店,202511,売上総利益,本年目標,硝子販売,3105,,,,,,,,-3105
東京支店,202511,売上総利益,本年目標,東京支店計,83406,,,,,,,,-83406
東京支店,202511,売総利益率,前年実績,ガラス工事計,,,,,,,,,0
東京支店,202511,売総利益率,前年実績,サッシ完成品,,,,,,,,,0
東京支店,202511,売総利益率,前年実績,サッシ販売,,,,,,,,,0
東京支店,202511,売総利益率,前年実績,その他,,,,,,,,,0
東京支店,202511,売総利益率,前年実績,ビルサッシ,,,,,,,,,0
東京支店,202511,売総利益率,前年実績,工事営業部計,,,,,,,,,0
東京支店,202511,売総利益率,前年実績,高石（内装・リニューアル）,,,,,,,,,0
東京支店,202511,売総利益率,前年実績,佐々木（大成・鹿島他）,,,,,,,,,0
東京支店,202511,売総利益率,前年実績,山本（改装）,,,,,,,,,0
東京支店,202511,売総利益率,前年実績,小笠原（三井住友他）,,,,,,,,,0
東京支店,202511,売総利益率,前年実績,硝子建材営業部計,,,,,,,,,0
東京支店,202511,売総利益率,前年実績,硝子工事,,,,,,,,,0
東京支店,202511,売総利益率,前年実績,硝子販売,,,,,,,,,0
東京支店,202511,売総利益率,前年実績,浅井（清水他）,,,,,,,,,0
東京支店,202511,売総利益率,前年実績,東京支店計,,,,,,,,,0
東京支店,202511,売総利益率,本年実績,ガラス工事計,,,,,,,,,0
東京支店,202511,売総利益率,本年実績,サッシ完成品,,,,,,,,,0
東京支店,202511,売総利益率,本年実績,サッシ販売,,,,,,,,,0
東京支店,202511,売総利益率,本年実績,その他,,,,,,,,,0
東京支店,202511,売総利益率,本年実績,ビルサッシ,,,,,,,,,0
東京支店,202511,売総利益率,本年実績,工事営業部計,,,,,,,,,0
東京支店,202511,売総利益率,本年実績,高石（内装・リニューアル）,,,,,,,,,0
東京支店,202511,売総利益率,本年実績,佐々木（大成・鹿島他）,,,,,,,,,0
東京支店,202511,売総利益率,本年実績,山本（改装）,,,,,,,,,0
東京支店,202511,売総利益率,本年実績,小笠原（三井住友他）,,,,,,,,,0
東京支店,202511,売総利益率,本年実績,硝子建材営業部計,,,,,,,,,0
東京支店,202511,売総利益率,本年実績,硝子工事,,,,,,,,,0
東京支店,202511,売総利益率,本年実績,硝子販売,,,,,,,,,0
東京支店,202511,売総利益率,本年実績,浅井（清水他）,,,,,,,,,0
東京支店,202511,売総利益率,本年実績,東京支店計,,,,,,,,,0
東京支店,202511,売総利益率,本年目標,ガラス工事計,,,,,,,,,0
東京支店,202511,売総利益率,本年目標,サッシ完成品,,,,,,,,,0
東京支店,202511,売総利益率,本年目標,サッシ販売,,,,,,,,,0
東京支店,202511,売総利益率,本年目標,その他,,,,,,,,,0
東京支店,202511,売総利益率,本年目標,ビルサッシ,,,,,,,,,0
東京支店,202511,売総利益率,本年目標,工事営業部計,,,,,,,,,0
東京支店,202511,売総利益率,本年目標,高石（内装・リニューアル）,,,,,,,,,0
東京支店,202511,売総利益率,本年目標,佐々木（大成・鹿島他）,,,,,,,,,0
東京支店,202511,売総利益率,本年目標,山本（改装）,,,,,,,,,0
東京支店,202511,売総利益率,本年目標,小笠原（三井住友他）,,,,,,,,,0
東京支店,202511,売総利益率,本年目標,硝子建材営業部計,,,,,,,,,0
東京支店,202511,売総利益率,本年目標,硝子工事,,,,,,,,,0
東京支店,202511,売総利益率,本年目標,硝子販売,,,,,,,,,0
東京支店,202511,売総利益率,本年目標,浅井（清水他）,,,,,,,,,0
東京支店,202511,売総利益率,本年目標,東京支店計,,,,,,,,,0
福岡支店,202509,その他損益,本店管理費,工事部計,2126,,,,,,,,-2126
福岡支店,202509,その他損益,本店管理費,硝子樹脂計,2207,,,,,,,,-2207
福岡支店,202509,その他損益,本店管理費,福岡支店計,4333,,,,,,,,-4333
福岡支店,202509,営業経費,本年実績,GSセンター,1035,,,,,,,,-1035
福岡支店,202509,営業経費,本年実績,工事部計,16109,,,,,,,,-16109
福岡支店,202509,営業経費,本年実績,硝子樹脂計,22835,,,,,,,,-22835
福岡支店,202509,営業経費,本年実績,福岡支店計,47453,,,,,,,,-47453
福岡支店,202509,営業経費,本年実績,福北センター,7474,,,,,,,,-7474
福岡支店,202509,営業経費,本年目標,GSセンター,1371,,,,,,,,-1371
福岡支店,202509,営業経費,本年目標,工事部計,16697,,,,,,,,-16697
福岡支店,202509,営業経費,本年目標,硝子樹脂計,22404,,,,,,,,-22404
福岡支店,202509,営業経費,本年目標,福岡支店計,48354,,,,,,,,-48354
福岡支店,202509,営業経費,本年目標,福北センター,7882,,,,,,,,-7882
福岡支店,202509,営業利益,本年実績,GSセンター,-458,,,,,,,,458
福岡支店,202509,営業利益,本年実績,工事部計,4917,,,,,,,,-4917
福岡支店,202509,営業利益,本年実績,硝子樹脂計,5850,,,,,,,,-5850
福岡支店,202509,営業利益,本年実績,福岡支店計,10875,,,,,,,,-10875
福岡支店,202509,営業利益,本年実績,福北センター,566,,,,,,,,-566
福岡支店,202509,営業利益,本年目標,GSセンター,-371,,,,,,,,371
福岡支店,202509,営業利益,本年目標,工事部計,8898,,,,,,,,-8898
福岡支店,202509,営業利益,本年目標,硝子樹脂計,10237,,,,,,,,-10237
福岡支店,202509,営業利益,本年目標,福岡支店計,18996,,,,,,,,-18996
福岡支店,202509,営業利益,本年目標,福北センター,232,,,,,,,,-232
福岡支店,202509,経常・純利益,当月経常利益,GSセンター,-351,,,,,,,,351
福岡支店,202509,経常・純利益,当月経常利益,工事部計,4131,,,,,,,,-4131
福岡支店,202509,経常・純利益,当月経常利益,硝子樹脂計,5761,,,,,,,,-5761
福岡支店,202509,経常・純利益,当月経常利益,福岡支店計,9873,,,,,,,,-9873
福岡支店,202509,経常・純利益,当月経常利益,福北センター,332,,,,,,,,-332
福岡支店,202509,経常・純利益,当月純利益,GSセンター,-454,,,,,,,,454
福岡支店,202509,経常・純利益,当月純利益,工事部計,375,,,,,,,,-375
福岡支店,202509,経常・純利益,当月純利益,硝子樹脂計,1387,,,,,,,,-1387
福岡支店,202509,経常・純利益,当月純利益,福岡支店計,1949,,,,,,,,-1949
福岡支店,202509,経常・純利益,当月純利益,福北センター,641,,,,,,,,-641
福岡支店,202509,売上高,本年実績,GSセンター,3782,,,,,,,,-3782
福岡支店,202509,売上高,本年実績,ビルサッシ,7245,,,,,,,,-7245
福岡支店,202509,売上高,本年実績,建材,52319,,,,,,,,-52319
福岡支店,202509,売上高,本年実績,工事部計,160917,,,,,,,,-160917
福岡支店,202509,売上高,本年実績,樹脂,15652,,,,,,,,-15652
福岡支店,202509,売上高,本年実績,硝子,45574,,,,,,,,-45574
福岡支店,202509,売上高,本年実績,硝子工事,138748,,,,,,,,-138748
福岡支店,202509,売上高,本年実績,硝子樹脂計,113545,,,,,,,,-113545
福岡支店,202509,売上高,本年実績,内装工事,14924,,,,,,,,-14924
福岡支店,202509,売上高,本年実績,福岡支店計,286800,,,,,,,,-286800
福岡支店,202509,売上高,本年実績,福北センター,8556,,,,,,,,-8556
福岡支店,202509,売上高,本年目標,GSセンター,4500,,,,,,,,-4500
福岡支店,202509,売上高,本年目標,ビルサッシ,10000,,,,,,,,-10000
福岡支店,202509,売上高,本年目標,建材,75363,,,,,,,,-75363
福岡支店,202509,売上高,本年目標,工事部計,146600,,,,,,,,-146600
福岡支店,202509,売上高,本年目標,樹脂,15000,,,,,,,,-15000
福岡支店,202509,売上高,本年目標,硝子,53500,,,,,,,,-53500
福岡支店,202509,売上高,本年目標,硝子工事,118600,,,,,,,,-118600
福岡支店,202509,売上高,本年目標,硝子樹脂計,143863,,,,,,,,-143863
福岡支店,202509,売上高,本年目標,内装工事,18000,,,,,,,,-18000
福岡支店,202509,売上高,本年目標,福岡支店計,303361,,,,,,,,-303361
福岡支店,202509,売上高,本年目標,福北センター,8398,,,,,,,,-8398
福岡支店,202509,売上総利益,本年実績,GSセンター,577,,,,,,,,-577
福岡支店,202509,売上総利益,本年実績,ビルサッシ,555,,,,,,,,-555
福岡支店,202509,売上総利益,本年実績,建材,14900,,,,,,,,-14900
福岡支店,202509,売上総利益,本年実績,工事部計,21026,,,,,,,,-21026
福岡支店,202509,売上総利益,本年実績,樹脂,2798,,,,,,,,-2798
福岡支店,202509,売上総利益,本年実績,硝子,10987,,,,,,,,-10987
福岡支店,202509,売上総利益,本年実績,硝子工事,15698,,,,,,,,-15698
福岡支店,202509,売上総利益,本年実績,硝子樹脂計,28685,,,,,,,,-28685
福岡支店,202509,売上総利益,本年実績,内装工事,4773,,,,,,,,-4773
福岡支店,202509,売上総利益,本年実績,福岡支店計,58328,,,,,,,,-58328
福岡支店,202509,売上総利益,本年実績,福北センター,8040,,,,,,,,-8040
福岡支店,202509,売上総利益,本年目標,GSセンター,1000,,,,,,,,-1000
福岡支店,202509,売上総利益,本年目標,ビルサッシ,500,,,,,,,,-500
福岡支店,202509,売上総利益,本年目標,建材,18141,,,,,,,,-18141
福岡支店,202509,売上総利益,本年目標,工事部計,25595,,,,,,,,-25595
福岡支店,202509,売上総利益,本年目標,樹脂,3000,,,,,,,,-3000
福岡支店,202509,売上総利益,本年目標,硝子,11500,,,,,,,,-11500
福岡支店,202509,売上総利益,本年目標,硝子工事,19595,,,,,,,,-19595
福岡支店,202509,売上総利益,本年目標,硝子樹脂計,32641,,,,,,,,-32641
福岡支店,202509,売上総利益,本年目標,内装工事,5500,,,,,,,,-5500
福岡支店,202509,売上総利益,本年目標,福岡支店計,67350,,,,,,,,-67350
福岡支店,202509,売上総利益,本年目標,福北センター,8114,,,,,,,,-8114
福岡支店,202509,売総利益率,前年実績,GSセンター,27,,,,,,,,-27
福岡支店,202509,売総利益率,前年実績,ビルサッシ,5,,,,,,,,-5
福岡支店,202509,売総利益率,前年実績,建材,21,,,,,,,,-21
福岡支店,202509,売総利益率,前年実績,工事部計,12,,,,,,,,-12
福岡支店,202509,売総利益率,前年実績,樹脂,22.2,,,,,,,,-22.2
福岡支店,202509,売総利益率,前年実績,硝子,20.1,,,,,,,,-20.1
福岡支店,202509,売総利益率,前年実績,硝子工事,10.3,,,,,,,,-10.3
福岡支店,202509,売総利益率,前年実績,硝子樹脂計,20.8,,,,,,,,-20.8
福岡支店,202509,売総利益率,前年実績,内装工事,41.4,,,,,,,,-41.4
福岡支店,202509,売総利益率,前年実績,福岡支店計,16,,,,,,,,-16
福岡支店,202509,売総利益率,前年実績,福北センター,96.4,,,,,,,,-96.4
福岡支店,202509,売総利益率,本年実績,GSセンター,15,,,,,,,,-15
福岡支店,202509,売総利益率,本年実績,ビルサッシ,8,,,,,,,,-8
福岡支店,202509,売総利益率,本年実績,建材,28.5,,,,,,,,-28.5
福岡支店,202509,売総利益率,本年実績,工事部計,13.1,,,,,,,,-13.1
福岡支店,202509,売総利益率,本年実績,樹脂,17.9,,,,,,,,-17.9
福岡支店,202509,売総利益率,本年実績,硝子,24.1,,,,,,,,-24.1
福岡支店,202509,売総利益率,本年実績,硝子工事,11.3,,,,,,,,-11.3
福岡支店,202509,売総利益率,本年実績,硝子樹脂計,25.3,,,,,,,,-25.3
福岡支店,202509,売総利益率,本年実績,内装工事,32,,,,,,,,-32
福岡支店,202509,売総利益率,本年実績,福岡支店計,20,,,,,,,,-20
福岡支店,202509,売総利益率,本年実績,福北センター,94,,,,,,,,-94
福岡支店,202509,売総利益率,本年目標,GSセンター,22,,,,,,,,-22
福岡支店,202509,売総利益率,本年目標,ビルサッシ,5,,,,,,,,-5
福岡支店,202509,売総利益率,本年目標,建材,24.1,,,,,,,,-24.1
福岡支店,202509,売総利益率,本年目標,工事部計,17.5,,,,,,,,-17.5
福岡支店,202509,売総利益率,本年目標,樹脂,20,,,,,,,,-20
福岡支店,202509,売総利益率,本年目標,硝子,21.5,,,,,,,,-21.5
福岡支店,202509,売総利益率,本年目標,硝子工事,16.5,,,,,,,,-16.5
福岡支店,202509,売総利益率,本年目標,硝子樹脂計,22.7,,,,,,,,-22.7
福岡支店,202509,売総利益率,本年目標,内装工事,30.6,,,,,,,,-30.6
福岡支店,202509,売総利益率,本年目標,福岡支店計,22,,,,,,,,-22
福岡支店,202509,売総利益率,本年目標,福北センター,96.6,,,,,,,,-96.6
福岡支店,202510,売上高,本年目標,GSセンター,4500,,,,,,,,-4500
福岡支店,202510,売上高,本年目標,ビルサッシ,10000,,,,,,,,-10000
福岡支店,202510,売上高,本年目標,建材,56364,,,,,,,,-56364
福岡支店,202510,売上高,本年目標,工事部計,151850,,,,,,,,-151850
福岡支店,202510,売上高,本年目標,樹脂,15000,,,,,,,,-15000
福岡支店,202510,売上高,本年目標,硝子,70000,,,,,,,,-70000
福岡支店,202510,売上高,本年目標,硝子工事,123850,,,,,,,,-123850
福岡支店,202510,売上高,本年目標,硝子樹脂計,141364,,,,,,,,-141364
福岡支店,202510,売上高,本年目標,内装工事,18000,,,,,,,,-18000
福岡支店,202510,売上高,本年目標,福岡支店計,304890,,,,,,,,-304890
福岡支店,202510,売上高,本年目標,福北センター,7176,,,,,,,,-7176
福岡支店,202510,売上高,本年実績,福岡支店計,300018,,,,,,,,-300018
福岡支店,202510,売上高,本年実績,工事部計,169687,,,,,,,,-169687
福岡支店,202510,売上高,本年実績,硝子工事,148847,,,,,,,,-148847
福岡支店,202510,売上高,本年実績,ビルサッシ,5207,,,,,,,,-5207
福岡支店,202510,売上高,本年実績,内装工事,15633,,,,,,,,-15633
福岡支店,202510,売上高,本年実績,硝子樹脂計,117536,,,,,,,,-117536
福岡支店,202510,売上高,本年実績,硝子,44594,,,,,,,,-44594
福岡支店,202510,売上高,本年実績,建材,58109,,,,,,,,-58109
福岡支店,202510,売上高,本年実績,樹脂,14833,,,,,,,,-14833
福岡支店,202510,売上高,本年実績,GSセンター,4369,,,,,,,,-4369
福岡支店,202510,売上高,本年実績,福北センター,8426,,,,,,,,-8426
福岡支店,202510,売上総利益,本年目標,福岡支店計,66712,,,,,,,,-66712
福岡支店,202510,売上総利益,本年目標,工事部計,26645,,,,,,,,-26645
福岡支店,202510,売上総利益,本年目標,硝子工事,20645,,,,,,,,-20645
福岡支店,202510,売上総利益,本年目標,ビルサッシ,500,,,,,,,,-500
福岡支店,202510,売上総利益,本年目標,内装工事,5500,,,,,,,,-5500
福岡支店,202510,売上総利益,本年目標,硝子樹脂計,32060,,,,,,,,-32060
福岡支店,202510,売上総利益,本年目標,硝子,15000,,,,,,,,-15000
福岡支店,202510,売上総利益,本年目標,建材,14060,,,,,,,,-14060
福岡支店,202510,売上総利益,本年目標,樹脂,3000,,,,,,,,-3000
福岡支店,202510,売上総利益,本年目標,GSセンター,1000,,,,,,,,-1000
福岡支店,202510,売上総利益,本年目標,福北センター,7007,,,,,,,,-7007
福岡支店,202510,売上総利益,本年実績,福岡支店計,62936,,,,,,,,-62936
福岡支店,202510,売上総利益,本年実績,工事部計,28128,,,,,,,,-28128
福岡支店,202510,売上総利益,本年実績,硝子工事,23123,,,,,,,,-23123
福岡支店,202510,売上総利益,本年実績,ビルサッシ,282,,,,,,,,-282
福岡支店,202510,売上総利益,本年実績,内装工事,4723,,,,,,,,-4723
福岡支店,202510,売上総利益,本年実績,硝子樹脂計,26723,,,,,,,,-26723
福岡支店,202510,売上総利益,本年実績,硝子,11119,,,,,,,,-11119
福岡支店,202510,売上総利益,本年実績,建材,12840,,,,,,,,-12840
福岡支店,202510,売上総利益,本年実績,樹脂,2764,,,,,,,,-2764
福岡支店,202510,売上総利益,本年実績,GSセンター,847,,,,,,,,-847
福岡支店,202510,売上総利益,本年実績,福北センター,7238,,,,,,,,-7238
福岡支店,202510,売総利益率,前年実績,福岡支店計,,,,,,,,,0
福岡支店,202510,売総利益率,前年実績,工事部計,,,,,,,,,0
福岡支店,202510,売総利益率,前年実績,硝子工事,,,,,,,,,0
福岡支店,202510,売総利益率,前年実績,ビルサッシ,,,,,,,,,0
福岡支店,202510,売総利益率,前年実績,内装工事,,,,,,,,,0
福岡支店,202510,売総利益率,前年実績,硝子樹脂計,,,,,,,,,0
福岡支店,202510,売総利益率,前年実績,硝子,,,,,,,,,0
福岡支店,202510,売総利益率,前年実績,建材,,,,,,,,,0
福岡支店,202510,売総利益率,前年実績,樹脂,,,,,,,,,0
福岡支店,202510,売総利益率,前年実績,GSセンター,,,,,,,,,0
福岡支店,202510,売総利益率,前年実績,福北センター,,,,,,,,,0
福岡支店,202510,売総利益率,本年目標,福岡支店計,,,,,,,,,0
福岡支店,202510,売総利益率,本年目標,工事部計,,,,,,,,,0
福岡支店,202510,売総利益率,本年目標,硝子工事,,,,,,,,,0
福岡支店,202510,売総利益率,本年目標,ビルサッシ,,,,,,,,,0
福岡支店,202510,売総利益率,本年目標,内装工事,,,,,,,,,0
福岡支店,202510,売総利益率,本年目標,硝子樹脂計,,,,,,,,,0
福岡支店,202510,売総利益率,本年目標,硝子,,,,,,,,,0
福岡支店,202510,売総利益率,本年目標,建材,,,,,,,,,0
福岡支店,202510,売総利益率,本年目標,樹脂,,,,,,,,,0
福岡支店,202510,売総利益率,本年目標,GSセンター,,,,,,,,,0
福岡支店,202510,売総利益率,本年目標,福北センター,,,,,,,,,0
福岡支店,202510,売総利益率,本年実績,福岡支店計,,,,,,,,,0
福岡支店,202510,売総利益率,本年実績,工事部計,,,,,,,,,0
福岡支店,202510,売総利益率,本年実績,硝子工事,,,,,,,,,0
福岡支店,202510,売総利益率,本年実績,ビルサッシ,,,,,,,,,0
福岡支店,202510,売総利益率,本年実績,内装工事,,,,,,,,,0
福岡支店,202510,売総利益率,本年実績,硝子樹脂計,,,,,,,,,0
福岡支店,202510,売総利益率,本年実績,硝子,,,,,,,,,0
福岡支店,202510,売総利益率,本年実績,建材,,,,,,,,,0
福岡支店,202510,売総利益率,本年実績,樹脂,,,,,,,,,0
福岡支店,202510,売総利益率,本年実績,GSセンター,,,,,,,,,0
福岡支店,202510,売総利益率,本年実績,福北センター,,,,,,,,,0
福岡支店,202510,営業経費,本年目標,福岡支店計,45235,,,,,,,,-45235
福岡支店,202510,営業経費,本年目標,工事部計,15669,,,,,,,,-15669
福岡支店,202510,営業経費,本年目標,硝子樹脂計,21299,,,,,,,,-21299
福岡支店,202510,営業経費,本年目標,GSセンター,1293,,,,,,,,-1293
福岡支店,202510,営業経費,本年目標,福北センター,6974,,,,,,,,-6974
福岡支店,202510,営業経費,本年実績,福岡支店計,49442,,,,,,,,-49442
福岡支店,202510,営業経費,本年実績,工事部計,17231,,,,,,,,-17231
福岡支店,202510,営業経費,本年実績,硝子樹脂計,23931,,,,,,,,-23931
福岡支店,202510,営業経費,本年実績,GSセンター,1183,,,,,,,,-1183
福岡支店,202510,営業経費,本年実績,福北センター,7097,,,,,,,,-7097
福岡支店,202510,営業利益,本年目標,福岡支店計,21477,,,,,,,,-21477
福岡支店,202510,営業利益,本年目標,工事部計,10976,,,,,,,,-10976
福岡支店,202510,営業利益,本年目標,硝子樹脂計,10761,,,,,,,,-10761
福岡支店,202510,営業利益,本年目標,GSセンター,-293,,,,,,,,293
福岡支店,202510,営業利益,本年目標,福北センター,33,,,,,,,,-33
福岡支店,202510,営業利益,本年実績,福岡支店計,13494,,,,,,,,-13494
福岡支店,202510,営業利益,本年実績,工事部計,10897,,,,,,,,-10897
福岡支店,202510,営業利益,本年実績,硝子樹脂計,2792,,,,,,,,-2792
福岡支店,202510,営業利益,本年実績,GSセンター,-336,,,,,,,,336
福岡支店,202510,営業利益,本年実績,福北センター,141,,,,,,,,-141
福岡支店,202510,その他損益,本店管理費,福岡支店計,4333,,,,,,,,-4333
福岡支店,202510,その他損益,本店管理費,工事部計,2126,,,,,,,,-2126
福岡支店,202510,その他損益,本店管理費,硝子樹脂計,2207,,,,,,,,-2207
福岡支店,202510,経常利益,目標経常利益,福岡支店計,12354,,,,,,,,-12354
福岡支店,202510,経常利益,目標経常利益,工事部計,6209,,,,,,,,-6209
福岡支店,202510,経常利益,目標経常利益,硝子樹脂計,6285,,,,,,,,-6285
福岡支店,202510,経常利益,目標経常利益,GSセンター,-273,,,,,,,,273
福岡支店,202510,経常利益,目標経常利益,福北センター,133,,,,,,,,-133
福岡支店,202510,経常利益,当月経常利益,福岡支店計,4437,,,,,,,,-4437
福岡支店,202510,経常利益,当月経常利益,工事部計,6291,,,,,,,,-6291
福岡支店,202510,経常利益,当月経常利益,硝子樹脂計,-1795,,,,,,,,1795
福岡支店,202510,経常利益,当月経常利益,GSセンター,-273,,,,,,,,273
福岡支店,202510,経常利益,当月経常利益,福北センター,214,,,,,,,,-214
福岡支店,202511,売上高,本年目標,福岡支店計,289934,,,,,,,,-289934
福岡支店,202511,売上高,本年目標,工事部計,137550,,,,,,,,-137550
福岡支店,202511,売上高,本年目標,硝子工事,109550,,,,,,,,-109550
福岡支店,202511,売上高,本年目標,ビルサッシ,10000,,,,,,,,-10000
福岡支店,202511,売上高,本年目標,内装工事,18000,,,,,,,,-18000
福岡支店,202511,売上高,本年目標,硝子樹脂計,137727,,,,,,,,-137727
福岡支店,202511,売上高,本年目標,硝子,70000,,,,,,,,-70000
福岡支店,202511,売上高,本年目標,建材,52727,,,,,,,,-52727
福岡支店,202511,売上高,本年目標,樹脂,15000,,,,,,,,-15000
福岡支店,202511,売上高,本年目標,GSセンター,4500,,,,,,,,-4500
福岡支店,202511,売上高,本年目標,福北センター,10157,,,,,,,,-10157
福岡支店,202511,売上高,本年実績,福岡支店計,281996,,,,,,,,-281996
福岡支店,202511,売上高,本年実績,工事部計,140416,,,,,,,,-140416
福岡支店,202511,売上高,本年実績,硝子工事,117512,,,,,,,,-117512
福岡支店,202511,売上高,本年実績,ビルサッシ,7879,,,,,,,,-7879
福岡支店,202511,売上高,本年実績,内装工事,15025,,,,,,,,-15025
福岡支店,202511,売上高,本年実績,硝子樹脂計,130074,,,,,,,,-130074
福岡支店,202511,売上高,本年実績,硝子,59279,,,,,,,,-59279
福岡支店,202511,売上高,本年実績,建材,56713,,,,,,,,-56713
福岡支店,202511,売上高,本年実績,樹脂,14082,,,,,,,,-14082
福岡支店,202511,売上高,本年実績,GSセンター,3749,,,,,,,,-3749
福岡支店,202511,売上高,本年実績,福北センター,7757,,,,,,,,-7757
福岡支店,202511,売上総利益,本年目標,福岡支店計,63075,,,,,,,,-63075
福岡支店,202511,売上総利益,本年目標,工事部計,23785,,,,,,,,-23785
福岡支店,202511,売上総利益,本年目標,硝子工事,17785,,,,,,,,-17785
福岡支店,202511,売上総利益,本年目標,ビルサッシ,500,,,,,,,,-500
福岡支店,202511,売上総利益,本年目標,内装工事,5500,,,,,,,,-5500
福岡支店,202511,売上総利益,本年目標,硝子樹脂計,31200,,,,,,,,-31200
福岡支店,202511,売上総利益,本年目標,硝子,15000,,,,,,,,-15000
福岡支店,202511,売上総利益,本年目標,建材,13200,,,,,,,,-13200
福岡支店,202511,売上総利益,本年目標,樹脂,3000,,,,,,,,-3000
福岡支店,202511,売上総利益,本年目標,GSセンター,1000,,,,,,,,-1000
福岡支店,202511,売上総利益,本年目標,福北センター,7090,,,,,,,,-7090
福岡支店,202511,売上総利益,本年実績,福岡支店計,60170,,,,,,,,-60170
福岡支店,202511,売上総利益,本年実績,工事部計,24507,,,,,,,,-24507
福岡支店,202511,売上総利益,本年実績,硝子工事,18647,,,,,,,,-18647
福岡支店,202511,売上総利益,本年実績,ビルサッシ,453,,,,,,,,-453
福岡支店,202511,売上総利益,本年実績,内装工事,5407,,,,,,,,-5407
福岡支店,202511,売上総利益,本年実績,硝子樹脂計,28054,,,,,,,,-28054
福岡支店,202511,売上総利益,本年実績,硝子,12141,,,,,,,,-12141
福岡支店,202511,売上総利益,本年実績,建材,12371,,,,,,,,-12371
福岡支店,202511,売上総利益,本年実績,樹脂,3542,,,,,,,,-3542
福岡支店,202511,売上総利益,本年実績,GSセンター,500,,,,,,,,-500
福岡支店,202511,売上総利益,本年実績,福北センター,7109,,,,,,,,-7109
福岡支店,202511,売総利益率,前年実績,福岡支店計,,,,,,,,,0
福岡支店,202511,売総利益率,前年実績,工事部計,,,,,,,,,0
福岡支店,202511,売総利益率,前年実績,硝子工事,,,,,,,,,0
福岡支店,202511,売総利益率,前年実績,ビルサッシ,,,,,,,,,0
福岡支店,202511,売総利益率,前年実績,内装工事,,,,,,,,,0
福岡支店,202511,売総利益率,前年実績,硝子樹脂計,,,,,,,,,0
福岡支店,202511,売総利益率,前年実績,硝子,,,,,,,,,0
福岡支店,202511,売総利益率,前年実績,建材,,,,,,,,,0
福岡支店,202511,売総利益率,前年実績,樹脂,,,,,,,,,0
福岡支店,202511,売総利益率,前年実績,GSセンター,,,,,,,,,0
福岡支店,202511,売総利益率,前年実績,福北センター,,,,,,,,,0
福岡支店,202511,売総利益率,本年目標,福岡支店計,,,,,,,,,0
福岡支店,202511,売総利益率,本年目標,工事部計,,,,,,,,,0
福岡支店,202511,売総利益率,本年目標,硝子工事,,,,,,,,,0
福岡支店,202511,売総利益率,本年目標,ビルサッシ,,,,,,,,,0
福岡支店,202511,売総利益率,本年目標,内装工事,,,,,,,,,0
福岡支店,202511,売総利益率,本年目標,硝子樹脂計,,,,,,,,,0
福岡支店,202511,売総利益率,本年目標,硝子,,,,,,,,,0
福岡支店,202511,売総利益率,本年目標,建材,,,,,,,,,0
福岡支店,202511,売総利益率,本年目標,樹脂,,,,,,,,,0
福岡支店,202511,売総利益率,本年目標,GSセンター,,,,,,,,,0
福岡支店,202511,売総利益率,本年目標,福北センター,,,,,,,,,0
福岡支店,202511,売総利益率,本年実績,福岡支店計,,,,,,,,,0
福岡支店,202511,売総利益率,本年実績,工事部計,,,,,,,,,0
福岡支店,202511,売総利益率,本年実績,硝子工事,,,,,,,,,0
福岡支店,202511,売総利益率,本年実績,ビルサッシ,,,,,,,,,0
福岡支店,202511,売総利益率,本年実績,内装工事,,,,,,,,,0
福岡支店,202511,売総利益率,本年実績,硝子樹脂計,,,,,,,,,0
福岡支店,202511,売総利益率,本年実績,硝子,,,,,,,,,0
福岡支店,202511,売総利益率,本年実績,建材,,,,,,,,,0
福岡支店,202511,売総利益率,本年実績,樹脂,,,,,,,,,0
福岡支店,202511,売総利益率,本年実績,GSセンター,,,,,,,,,0
福岡支店,202511,売総利益率,本年実績,福北センター,,,,,,,,,0
福岡支店,202511,営業経費,本年目標,福岡支店計,48482,,,,,,,,-48482
福岡支店,202511,営業経費,本年目標,工事部計,16735,,,,,,,,-16735
福岡支店,202511,営業経費,本年目標,硝子樹脂計,23089,,,,,,,,-23089
福岡支店,202511,営業経費,本年目標,GSセンター,1433,,,,,,,,-1433
福岡支店,202511,営業経費,本年目標,福北センター,7225,,,,,,,,-7225
福岡支店,202511,営業経費,本年実績,福岡支店計,49301,,,,,,,,-49301
福岡支店,202511,営業経費,本年実績,工事部計,16515,,,,,,,,-16515
